U115,S200,,1465130523,1475130523,1465230523,E,ST408,2,1,0
U108,S209,A305,1465230523,1465230523,1465230523,U,ST413,1,1,1
U116,S204,A303,1465130523,1485130523,1475130523,E,ST410,2,0,1
U111,S206,A304,1465230523,1475130523,1475130523,AU,ST415,3,1,0
U117,S201,A303,1465230523,1465130523,1465130523,AP,ST409,0,1,0
U103,S207,A303,1495130523,1465130523,1465230523,E,ST400,1,0,1
U101,S207,A305,1465130523,1485130523,1465130523,AU,ST412,3,0,1
U113,S200,A301,1465230523,1465130523,1475130523,AU,ST406,1,0,0
U101,S203,A304,1465230523,1475130523,1475130523,U,ST408,1,0,1
,S209,A303,1495130523,1465130523,1475130523,,ST403,3,0,1
U113,S210,A301,1465230523,1475130523,1475130523,U,ST400,3,0,0
U107,S208,,1495130523,1485130523,1475130523,U,ST401,3,1,1
U108,S200,A302,1475130523,1485130523,1485130523,AU,ST409,3,0,1
U116,S201,A304,1465230523,1475130523,1475130523,E,ST403,3,1,0
U120,S206,A301,1465130523,1475130523,1465230523,AP,ST408,1,1,0
U107,S207,A300,1465230523,1485130523,1475130523,A,ST403,1,1,1
U112,S209,A302,1465130523,1475130523,1465130523,A,ST405,2,1,0
U110,S210,A303,1465130523,1465230523,1475130523,A,ST413,3,0,0
U106,S210,A305,1495130523,1485130523,1485130523,AU,ST413,1,1,0
U110,S203,A301,1495130523,1465230523,1475130523,AP,ST410,3,1,0
U120,S209,A302,1465130523,1465230523,1485130523,U,ST404,1,0,1
U115,S203,A302,1465130523,1465130523,1465230523,,ST408,0,1,0
U104,S207,,1495130523,1485130523,1475130523,U,ST403,1,1,1
U120,S209,A301,1495130523,1485130523,1485130523,AU,ST413,1,1,1
,S209,A300,1475130523,1465130523,1485130523,AU,ST409,0,1,1
U102,S207,A303,1495130523,1465130523,1485130523,AP,ST411,3,1,0
U101,S210,A301,1475130523,1465230523,1465130523,E,ST402,3,1,0
U117,S208,A303,1465230523,1475130523,1465130523,A,ST410,2,1,0
U114,S208,A300,1495130523,1485130523,1475130523,E,ST401,3,1,1
U118,S205,A302,1465130523,1485130523,1465230523,U,ST401,3,1,1
U100,S209,A301,1495130523,1465130523,1465130523,AP,ST410,2,0,1
U104,S208,A305,1465130523,1465130523,1465130523,AP,ST403,3,0,0
U106,S207,A302,1495130523,1465230523,1475130523,A,ST405,1,0,0
U116,S203,,1475130523,1465130523,1465230523,,ST407,3,1,0
U102,S201,A301,1465130523,1465130523,1465130523,U,ST410,1,1,1
U101,S207,A304,1475130523,1475130523,1465230523,AP,ST410,3,0,0
U104,S209,A305,1465130523,1475130523,1465130523,AU,ST407,2,0,0
U108,S206,A302,1495130523,1465130523,1475130523,AU,ST408,0,1,0
U118,S201,A302,1475130523,1465230523,1485130523,AP,ST400,0,0,0
,S205,A301,1465230523,1465230523,1475130523,E,ST402,1,0,1
U109,S208,A305,1495130523,1485130523,1485130523,E,ST408,2,1,1
U110,S205,A300,1475130523,1465130523,1485130523,AP,ST415,1,1,0
U119,S201,A300,1495130523,1485130523,1485130523,E,ST402,3,0,1
U110,S205,A301,1495130523,1465130523,1475130523,U,ST403,0,0,1
U107,S202,,1495130523,1475130523,1465230523,A,ST408,1,1,1
U102,S207,A301,1475130523,1485130523,1485130523,,ST408,3,1,0
U113,S202,A304,1495130523,1485130523,1465230523,U,ST412,2,0,0
U119,S207,A300,1475130523,1465230523,1475130523,AP,ST404,0,0,0
U111,S205,A303,1465130523,1475130523,1485130523,U,ST404,2,1,0
U105,S201,A301,1465230523,1475130523,1475130523,A,ST410,1,0,1
U113,S206,A301,1465230523,1465230523,1485130523,AP,ST415,2,1,0
U114,S201,A305,1465130523,1475130523,1475130523,AU,ST404,3,0,1
U117,S204,A304,1475130523,1475130523,1465230523,AU,ST408,0,0,0
U120,S205,A303,1465230523,1485130523,1465130523,AU,ST406,0,0,1
,S200,A303,1475130523,1465130523,1475130523,A,ST415,0,1,0
U115,S209,,1465230523,1465230523,1465130523,AU,ST411,3,0,1
U107,S210,A300,1475130523,1465230523,1485130523,A,ST413,1,0,1
U116,S209,A303,1465230523,1485130523,1465230523,,ST414,3,1,0
U112,S201,A303,1495130523,1465230523,1465230523,E,ST409,3,1,0
U105,S201,A305,1475130523,1485130523,1485130523,AU,ST414,3,1,1
U107,S205,A300,1475130523,1465130523,1475130523,E,ST403,3,1,1
U120,S208,A302,1465230523,1485130523,1465230523,AU,ST412,1,0,1
U103,S201,A301,1495130523,1485130523,1465230523,AP,ST411,0,0,1
U113,S209,A301,1465230523,1485130523,1485130523,AU,ST405,3,1,0
U112,S208,A304,1465230523,1475130523,1465230523,U,ST412,1,0,0
U112,S204,A302,1475130523,1475130523,1465230523,AP,ST401,2,0,1
U108,S208,,1495130523,1485130523,1465230523,AP,ST409,2,0,0
U108,S207,A302,1465230523,1475130523,1465230523,E,ST405,3,0,0
U116,S210,A305,1465130523,1465130523,1485130523,AP,ST410,1,1,1
,S200,A300,1465230523,1475130523,1485130523,,ST400,3,1,0
U102,S208,A302,1465230523,1485130523,1465130523,AU,ST411,3,0,0
U107,S203,A304,1475130523,1465130523,1465230523,U,ST404,2,1,0
U102,S201,A304,1465130523,1475130523,1465130523,E,ST408,1,1,0
U103,S201,A302,1495130523,1465130523,1475130523,A,ST414,1,0,0
U109,S202,A301,1465230523,1465130523,1475130523,AP,ST411,2,1,0
U107,S200,A302,1465130523,1475130523,1485130523,A,ST411,2,1,1
U100,S210,A300,1495130523,1465130523,1485130523,AU,ST405,3,0,0
U120,S203,,1475130523,1485130523,1465130523,A,ST405,3,1,0
U110,S209,A304,1475130523,1465130523,1485130523,U,ST403,0,0,0
U112,S207,A304,1465230523,1475130523,1485130523,AU,ST405,0,0,1
U112,S209,A304,1495130523,1465130523,1465230523,A,ST409,0,1,0
U109,S200,A304,1465130523,1475130523,1485130523,,ST401,2,0,1
U116,S201,A303,1465130523,1465230523,1465130523,AU,ST402,1,1,0
U101,S200,A302,1465230523,1465130523,1485130523,AP,ST405,2,0,0
,S203,A300,1465230523,1465230523,1475130523,A,ST412,3,0,1
U115,S200,A300,1495130523,1465130523,1485130523,U,ST401,1,1,1
U105,S202,A302,1465130523,1485130523,1475130523,AU,ST410,2,1,0
U109,S206,A303,1465130523,1465130523,1465130523,U,ST401,3,0,0
U108,S208,,1495130523,1465130523,1485130523,AP,ST404,3,1,1
U111,S208,A303,1475130523,1465130523,1485130523,AP,ST400,0,0,0
U108,S206,A303,1495130523,1485130523,1465130523,A,ST410,0,1,0
U109,S200,A305,1465230523,1475130523,1465230523,E,ST410,3,0,1
U106,S204,A305,1495130523,1485130523,1475130523,AU,ST401,0,1,0
U101,S204,A302,1465130523,1475130523,1475130523,,ST413,1,0,0
U101,S209,A302,1495130523,1465130523,1465130523,E,ST412,0,1,0
U115,S207,A305,1495130523,1465230523,1475130523,AP,ST401,3,1,0
U108,S209,A304,1465130523,1465130523,1465130523,A,ST412,0,1,1
U110,S210,A301,1465230523,1465230523,1465130523,E,ST409,3,1,1
U116,S203,A304,1475130523,1465130523,1465230523,U,ST407,0,1,0
,S202,,1495130523,1475130523,1485130523,AP,ST406,3,1,1
U111,S207,A301,1495130523,1485130523,1465230523,U,ST412,2,0,1
U101,S205,A300,1475130523,1475130523,1485130523,AP,ST402,3,1,1
U107,S200,A305,1495130523,1465130523,1485130523,A,ST409,3,0,0
U101,S200,A300,1475130523,1485130523,1465230523,AP,ST403,3,0,1
U119,S200,A301,1465230523,1465130523,1465230523,U,ST403,0,1,1
U106,S203,A304,1465230523,1465130523,1465130523,,ST413,2,0,0
U115,S204,A303,1465130523,1475130523,1485130523,AU,ST410,2,1,0
U102,S210,A304,1495130523,1475130523,1465130523,AP,ST415,2,1,0
U111,S204,A304,1465230523,1485130523,1465130523,AP,ST408,1,0,1
U115,S204,A301,1465130523,1465130523,1475130523,AP,ST414,2,1,1
U114,S207,,1495130523,1475130523,1475130523,A,ST403,2,0,0
U113,S210,A304,1465130523,1465130523,1465230523,E,ST402,2,0,1
U101,S204,A300,1465130523,1475130523,1465130523,A,ST400,1,1,1
U107,S200,A301,1495130523,1475130523,1485130523,AP,ST407,3,1,0
,S200,A302,1475130523,1475130523,1465230523,AP,ST404,1,1,1
U109,S210,A303,1475130523,1475130523,1465230523,E,ST404,2,0,1
U114,S210,A301,1465130523,1485130523,1485130523,AU,ST413,3,0,1
U120,S206,A300,1475130523,1485130523,1475130523,,ST403,1,0,1
U120,S205,A301,1465130523,1485130523,1465130523,AP,ST400,0,0,0
U119,S204,A304,1495130523,1475130523,1465130523,E,ST401,1,0,1
U108,S208,A303,1465130523,1485130523,1475130523,U,ST408,3,1,1
U108,S206,,1465230523,1465230523,1465230523,A,ST404,1,1,1
U115,S204,A303,1475130523,1475130523,1485130523,A,ST412,3,0,1
U102,S207,A305,1465130523,1465230523,1475130523,U,ST415,0,1,0
U107,S200,A305,1465130523,1485130523,1475130523,U,ST406,1,0,1
U120,S200,A300,1475130523,1465230523,1485130523,AP,ST403,0,1,1
U120,S208,A304,1465130523,1465230523,1465130523,U,ST408,0,0,1
U107,S200,A305,1495130523,1465230523,1485130523,A,ST412,1,0,1
U107,S208,A303,1495130523,1475130523,1485130523,AP,ST413,1,1,0
,S210,A304,1465230523,1465230523,1465130523,,ST401,3,1,0
U109,S208,A302,1475130523,1465230523,1485130523,U,ST400,0,0,0
U115,S201,A304,1475130523,1465230523,1465130523,U,ST405,3,1,1
U101,S209,,1475130523,1465130523,1465230523,A,ST403,1,0,0
U119,S202,A304,1465230523,1465230523,1485130523,AP,ST402,1,0,0
U110,S203,A303,1465230523,1465230523,1475130523,U,ST412,1,1,0
U107,S208,A302,1465130523,1485130523,1465230523,A,ST414,1,0,1
U101,S208,A300,1495130523,1475130523,1485130523,E,ST408,0,0,0
U111,S202,A305,1495130523,1465230523,1465230523,U,ST411,3,1,0
U114,S207,A304,1465230523,1465230523,1465230523,AU,ST412,1,0,1
U105,S203,A304,1495130523,1485130523,1465230523,E,ST409,3,1,1
U107,S205,A300,1465130523,1475130523,1485130523,U,ST408,0,0,1
U109,S208,A302,1465130523,1485130523,1485130523,,ST401,0,0,1
U107,S203,A303,1495130523,1485130523,1465230523,A,ST413,0,1,0
U103,S205,,1465130523,1485130523,1475130523,AP,ST409,1,0,0
,S205,A300,1465230523,1475130523,1485130523,AU,ST408,3,1,0
U102,S200,A302,1465230523,1465130523,1465230523,U,ST404,2,1,0
U109,S204,A305,1495130523,1485130523,1475130523,AP,ST405,2,0,0
U106,S202,A304,1465130523,1465130523,1475130523,U,ST405,3,1,0
U106,S210,A300,1465230523,1465130523,1475130523,AP,ST415,3,0,0
U108,S207,A304,1465230523,1485130523,1465230523,AP,ST400,2,1,1
U120,S202,A304,1465230523,1465130523,1485130523,E,ST410,0,1,0
U107,S205,A300,1495130523,1465130523,1465230523,U,ST406,1,0,0
U105,S204,A303,1495130523,1485130523,1465230523,AP,ST411,2,0,0
U111,S207,A304,1475130523,1465230523,1475130523,,ST403,0,1,0
U116,S200,,1465130523,1485130523,1465230523,AU,ST405,1,1,0
U118,S208,A304,1465130523,1465230523,1475130523,E,ST415,2,1,0
U113,S204,A303,1465130523,1485130523,1465130523,AP,ST411,2,1,1
U103,S209,A305,1495130523,1475130523,1465130523,AU,ST415,3,0,1
U114,S208,A301,1475130523,1465130523,1465230523,AP,ST405,2,0,1
,S200,A304,1475130523,1465230523,1485130523,AP,ST411,0,1,0
U110,S208,A304,1495130523,1465130523,1485130523,A,ST404,3,0,1
U103,S208,A303,1465130523,1465130523,1465130523,E,ST410,3,1,1
U104,S209,A301,1465130523,1465130523,1475130523,AP,ST404,3,1,0
U102,S209,A302,1465130523,1485130523,1485130523,U,ST405,2,0,1
U101,S205,A304,1465130523,1485130523,1465230523,U,ST405,0,1,1
U112,S205,,1465130523,1485130523,1485130523,,ST407,0,1,1
U105,S209,A304,1465130523,1485130523,1465230523,AU,ST404,1,0,0
U106,S210,A301,1465230523,1465130523,1465230523,A,ST413,1,0,1
U115,S206,A305,1475130523,1475130523,1475130523,AU,ST403,0,0,0
U108,S200,A304,1475130523,1475130523,1475130523,AP,ST405,0,1,1
U104,S201,A304,1475130523,1475130523,1485130523,A,ST401,3,0,0
U111,S205,A302,1475130523,1475130523,1465130523,AP,ST413,0,1,0
U109,S203,A303,1475130523,1465230523,1485130523,AU,ST403,1,1,0
U119,S210,A303,1495130523,1465130523,1465130523,A,ST415,2,1,1
,S208,A304,1465130523,1465130523,1465230523,AU,ST405,0,1,1
U119,S201,A301,1495130523,1475130523,1465230523,E,ST407,2,1,0
U106,S202,,1495130523,1465230523,1485130523,A,ST409,0,0,1
U120,S200,A303,1465230523,1485130523,1485130523,,ST412,2,1,0
U104,S202,A303,1475130523,1485130523,1475130523,U,ST408,1,0,0
U116,S202,A300,1475130523,1485130523,1465230523,AP,ST408,2,1,1
U107,S205,A301,1475130523,1465230523,1485130523,A,ST409,0,1,0
U111,S203,A302,1495130523,1465230523,1465230523,A,ST414,1,1,0
U108,S206,A302,1495130523,1485130523,1475130523,AU,ST405,3,0,0
U109,S203,A304,1475130523,1475130523,1465230523,AP,ST403,2,1,0
U118,S206,A300,1465230523,1465230523,1465130523,AU,ST414,2,1,1
U118,S202,A304,1475130523,1475130523,1485130523,E,ST414,3,1,1
U110,S204,A300,1495130523,1465230523,1465230523,U,ST402,3,1,0
U116,S207,,1495130523,1465230523,1465130523,AU,ST405,1,0,0
U100,S205,A300,1465230523,1485130523,1465230523,E,ST413,2,0,0
,S201,A303,1465230523,1485130523,1465230523,,ST407,1,0,0
U102,S210,A302,1475130523,1475130523,1465230523,U,ST407,0,0,0
U112,S204,A302,1465130523,1465130523,1475130523,AP,ST414,1,0,1
U112,S203,A302,1465230523,1485130523,1465230523,A,ST402,0,1,0
U105,S200,A300,1475130523,1465230523,1465130523,E,ST415,1,1,1
U107,S206,A303,1495130523,1485130523,1485130523,AP,ST401,1,0,1
U107,S200,A303,1475130523,1465230523,1475130523,AU,ST405,0,1,0
U113,S200,A303,1495130523,1475130523,1465230523,U,ST402,1,1,1
U100,S204,A300,1475130523,1475130523,1465130523,E,ST411,3,1,0
U104,S201,,1475130523,1465230523,1475130523,AU,ST409,0,1,1
U109,S203,A304,1465130523,1475130523,1465230523,AU,ST407,2,0,0
U116,S209,A302,1495130523,1485130523,1465230523,A,ST407,1,0,1
U115,S210,A302,1495130523,1475130523,1465230523,,ST410,1,0,0
U111,S206,A303,1475130523,1485130523,1465130523,AP,ST415,1,1,0
U100,S209,A301,1475130523,1485130523,1485130523,AU,ST413,2,0,1
,S205,A301,1465230523,1485130523,1465130523,AU,ST405,0,1,1
U106,S209,A303,1495130523,1475130523,1475130523,U,ST411,2,0,1
U118,S206,A302,1475130523,1485130523,1485130523,U,ST414,3,0,1
U117,S205,A304,1475130523,1465130523,1465130523,A,ST411,2,0,0
U112,S209,A304,1465230523,1475130523,1475130523,A,ST411,1,1,0
U104,S208,,1495130523,1475130523,1465230523,A,ST408,2,1,0
U103,S210,A305,1475130523,1465230523,1465130523,A,ST415,3,0,1
U120,S209,A304,1475130523,1465130523,1465130523,AU,ST405,1,0,1
U108,S204,A302,1495130523,1475130523,1465230523,AU,ST402,0,0,0
U103,S203,A303,1465230523,1465230523,1465230523,,ST414,1,0,1
U108,S202,A305,1465230523,1465130523,1485130523,U,ST410,0,1,1
U109,S207,A305,1465130523,1485130523,1465230523,A,ST400,0,0,1
U111,S202,A301,1475130523,1465130523,1485130523,A,ST413,0,1,1
U114,S205,A305,1495130523,1485130523,1475130523,E,ST415,3,1,1
U109,S205,A300,1475130523,1465130523,1475130523,A,ST405,2,0,1
,S209,A304,1465230523,1475130523,1465130523,AP,ST400,0,1,1
U113,S210,,1475130523,1485130523,1475130523,AU,ST407,0,1,1
U109,S206,A304,1465130523,1465230523,1485130523,A,ST407,3,1,0
U100,S210,A303,1475130523,1465130523,1465130523,AU,ST400,3,0,1
U110,S201,A301,1465230523,1465130523,1465230523,U,ST414,3,1,1
U112,S201,A303,1495130523,1485130523,1465230523,A,ST404,2,1,1
U110,S209,A303,1465130523,1465130523,1485130523,,ST415,3,0,1
U108,S200,A300,1465230523,1465230523,1485130523,AP,ST400,2,1,1
U117,S209,A305,1465130523,1475130523,1465230523,AU,ST412,2,1,0
U113,S204,A301,1465130523,1485130523,1465130523,A,ST408,2,1,1
U116,S208,A305,1495130523,1465230523,1465230523,AP,ST413,1,1,1
U109,S207,A300,1465130523,1465130523,1485130523,U,ST402,1,0,0
U119,S206,,1465130523,1465130523,1465130523,E,ST415,3,1,1
U116,S207,A305,1465130523,1485130523,1465230523,A,ST404,2,1,0
U100,S201,A300,1465130523,1465130523,1465230523,U,ST415,3,0,1
,S208,A301,1465230523,1475130523,1465230523,A,ST413,0,0,1
U100,S200,A303,1475130523,1465230523,1485130523,AP,ST401,0,0,0
U119,S205,A304,1495130523,1485130523,1465130523,A,ST413,1,1,0
U111,S209,A302,1465130523,1485130523,1465230523,,ST415,1,1,1
U113,S208,A300,1475130523,1465130523,1475130523,AU,ST408,2,0,1
U102,S206,A300,1465130523,1465130523,1465130523,E,ST412,2,1,0
U110,S200,A301,1465130523,1465130523,1465130523,U,ST410,1,1,1
U104,S204,A300,1465230523,1465230523,1475130523,AP,ST406,3,1,0
U106,S202,,1475130523,1465230523,1465130523,A,ST415,1,0,0
U114,S201,A300,1475130523,1475130523,1475130523,AP,ST413,3,0,0
U117,S207,A302,1465230523,1465230523,1485130523,E,ST412,2,0,1
U108,S203,A302,1495130523,1485130523,1485130523,A,ST409,0,0,1
U118,S202,A300,1465130523,1485130523,1485130523,AU,ST408,2,1,0
U109,S206,A304,1465130523,1475130523,1485130523,E,ST414,3,1,1
U100,S200,A300,1465130523,1475130523,1465130523,AP,ST411,3,1,0
,S205,A304,1465130523,1485130523,1465230523,,ST415,0,1,0
U107,S210,A305,1465130523,1465230523,1465230523,U,ST411,0,0,0
U117,S203,A305,1465130523,1465230523,1465130523,AP,ST412,1,1,0
U100,S200,A302,1495130523,1485130523,1465230523,AU,ST405,2,0,0
U117,S202,,1475130523,1475130523,1465130523,U,ST415,2,0,1
U114,S206,A301,1475130523,1475130523,1465230523,AU,ST406,0,1,0
U107,S210,A301,1465130523,1465130523,1465130523,AP,ST402,3,0,0
U120,S210,A301,1475130523,1465230523,1475130523,AP,ST401,0,1,1
U120,S200,A303,1475130523,1465230523,1465230523,AU,ST408,2,0,1
U104,S207,A304,1465130523,1485130523,1475130523,E,ST412,2,0,1
U115,S206,A300,1465130523,1465130523,1465230523,E,ST409,0,1,0
U115,S207,A303,1465230523,1465230523,1485130523,AP,ST410,2,0,1
U101,S200,A304,1475130523,1465230523,1475130523,,ST402,1,1,0
U117,S201,A302,1475130523,1465130523,1485130523,A,ST406,0,0,1
U101,S207,A300,1495130523,1485130523,1485130523,AU,ST412,0,0,0
,S206,,1495130523,1475130523,1475130523,A,ST401,2,0,0
U112,S210,A305,1475130523,1475130523,1485130523,A,ST402,3,1,0
U104,S210,A303,1465130523,1465130523,1485130523,E,ST411,2,0,1
U104,S210,A300,1465130523,1465230523,1465230523,AP,ST401,0,0,0
U116,S207,A303,1475130523,1465130523,1465230523,A,ST404,3,0,1
U111,S208,A303,1475130523,1465230523,1465130523,A,ST401,2,1,1
U100,S201,A303,1495130523,1475130523,1475130523,U,ST411,2,0,0
U107,S205,A301,1475130523,1465230523,1475130523,A,ST406,2,1,1
U118,S204,A301,1475130523,1485130523,1465230523,AU,ST411,3,0,0
U102,S200,A300,1495130523,1465130523,1475130523,,ST409,0,0,1
U100,S208,A301,1475130523,1485130523,1475130523,E,ST409,1,0,1
U107,S206,,1495130523,1475130523,1465230523,U,ST401,3,1,0
U120,S207,A300,1495130523,1465230523,1465130523,A,ST410,0,0,0
U113,S204,A304,1475130523,1465230523,1465130523,U,ST408,0,1,1
U101,S207,A300,1475130523,1475130523,1475130523,AU,ST403,3,1,1
,S204,A305,1475130523,1465230523,1465230523,AP,ST408,1,1,1
U110,S202,A305,1475130523,1465130523,1465230523,U,ST415,1,1,1
U102,S200,A304,1475130523,1475130523,1485130523,AU,ST409,2,0,1
U116,S205,A303,1495130523,1485130523,1485130523,AP,ST409,2,1,0
U105,S208,A300,1465230523,1465130523,1475130523,AP,ST415,0,1,0
U120,S203,A303,1465130523,1475130523,1465130523,U,ST406,0,1,1
U106,S207,A301,1495130523,1485130523,1465230523,,ST403,0,1,1
U110,S210,,1465130523,1485130523,1475130523,U,ST403,3,1,0
U104,S204,A300,1465130523,1465130523,1465130523,U,ST413,1,0,1
U120,S205,A304,1495130523,1475130523,1475130523,E,ST400,0,0,1
U103,S203,A301,1465130523,1465230523,1485130523,E,ST406,2,0,1
U106,S209,A302,1465130523,1475130523,1485130523,AP,ST409,1,1,1
U108,S204,A300,1495130523,1475130523,1465130523,E,ST402,2,0,1
U101,S207,A303,1475130523,1465130523,1485130523,AP,ST401,1,0,0
U107,S207,A300,1465130523,1485130523,1465130523,U,ST403,2,0,0
,S206,A302,1465130523,1485130523,1465130523,U,ST407,0,1,0
U101,S204,A303,1465230523,1485130523,1465230523,A,ST414,3,0,0
U100,S205,A301,1465130523,1465130523,1465130523,AP,ST414,1,0,0
U113,S209,,1465230523,1475130523,1485130523,,ST410,0,1,0
U119,S200,A305,1475130523,1485130523,1465230523,E,ST406,2,1,0
U115,S203,A303,1475130523,1485130523,1465130523,A,ST401,2,1,1
U113,S210,A301,1465130523,1475130523,1485130523,U,ST415,1,0,0
U105,S203,A303,1465130523,1485130523,1465230523,AU,ST413,0,1,1
U108,S203,A304,1465230523,1475130523,1465130523,AP,ST402,2,1,1
U115,S204,A305,1465130523,1465130523,1465230523,A,ST402,3,0,1
U120,S201,A303,1465130523,1475130523,1485130523,A,ST411,3,1,0
U101,S202,A300,1495130523,1465130523,1465130523,AU,ST401,2,0,0
U100,S206,A301,1465130523,1475130523,1465130523,E,ST409,3,1,1
U113,S200,A304,1465130523,1475130523,1465130523,AP,ST401,0,0,1
U117,S200,,1495130523,1465230523,1475130523,E,ST407,3,1,1
,S200,A302,1475130523,1475130523,1485130523,,ST406,0,1,0
U110,S207,A304,1475130523,1475130523,1485130523,E,ST411,1,0,0
U103,S208,A301,1465130523,1465130523,1475130523,E,ST410,2,0,0
U114,S206,A305,1465130523,1485130523,1485130523,A,ST403,2,0,0
U113,S203,A302,1495130523,1465230523,1465230523,AU,ST411,1,0,0
U106,S206,A301,1475130523,1465230523,1465230523,A,ST407,1,0,1
U107,S210,A301,1465230523,1475130523,1465130523,AU,ST410,1,0,1
U115,S209,A304,1495130523,1485130523,1485130523,E,ST411,2,1,0
U120,S209,A301,1475130523,1475130523,1465230523,AP,ST408,0,1,0
